test_cost,opt_cost
9.732242733240128,9.732242733240128
1.4222095282748342,1.1543592363595963
0.7496869509923272,0.2106723019387573
5.286545604467392,5.286545604467392
5.21136873960495,5.21136873960495
0.4771121492376551,0.46774805919267237
12.858451068401337,8.523768782615662
1.1073598135262728,1.0227352902293205
3.929219275712967,3.0602486431598663
13.719135880470276,9.149026066064835
1.7945382334291935,1.2614956945180893
1.1645756224170327,0.712864619679749
3.830231048166752,3.7915348783135414
5.571931540966034,4.82725316286087
4.149500802159309,2.675216943025589
1.9372975677251816,1.9372975677251816
5.8101956397295,4.9038611352443695
1.4424239173531532,1.3511544317007065
0.528118409216404,0.528118409216404
0.6897063665091991,0.6559836631640792
7.906250759959221,5.8846996277570724
2.37836922891438,1.3982045967131853
2.176132844761014,2.1211239024996758
4.451939791440964,3.9319398552179337
7.154272064566612,7.154272064566612
3.5321858301758766,3.4159135296940804
2.323131401091814,1.9817180819809437
6.286808580160141,6.286808580160141
4.525116384029388,2.2554726973176003
2.441143497824669,2.441143497824669
0.36993494612397626,0.36993494612397626
0.996919933706522,0.996919933706522
3.3444873690605164,1.1539162173867226
0.7652327455580235,0.6041844747960567
3.8933165073394775,2.995108984410763
6.2577404752373695,4.92063794285059
1.7278230041265488,1.7278230041265488
22.31932035088539,22.31932035088539
6.9012903571128845,5.013476133346558
6.3561378717422485,6.3561378717422485
1.4211619428824633,1.2989426897838712
4.449180543422699,4.441627323627472
0.75277992291376,0.4280996040906757
0.7868487620726228,0.7503856122493744
0.9829134978353977,0.8911590948700905
0.8172932472079992,0.8172932472079992
11.328048020601273,9.976630717515945
8.455971032381058,8.180933326482773
2.685068666934967,2.4908685758709908
1.1581712141633034,1.1385187581181526
1.7780494391918182,1.6885983049869537
1.797723425552249,1.797723425552249
1.9615403600037098,1.9615403600037098
5.111913748085499,4.277839288115501
4.243209064006805,3.7798550352454185
1.132899459451437,0.8489713836461306
6.635444730520248,6.635444730520248
9.701724708080292,8.559096783399582
2.3452845588326454,2.294069677591324
0.19967964148963802,0.11153889741399325
2.098738133907318,2.090460065752268
0.061633155681192875,0.059399441175628453
4.796084761619568,4.450665295124054
0.8829218936152756,0.8136766534298658
10.529569417238235,10.325041502714157
9.426253378391266,7.455194175243378
2.523222777992487,2.523222777992487
2.247339688241482,1.9866231754422188
6.3446705639362335,6.3446705639362335
1.6206055581569672,1.6206055581569672
1.981321468949318,1.981321468949318
0.5357837798073888,0.446342044044286
12.530977606773376,9.369066387414932
8.247578263282776,7.618039518594742
2.685315065085888,2.464012920856476
6.205866098403931,4.24966362118721
1.5981212183833122,1.5754376351833344
4.591673534363508,4.051386073231697
0.6152405710890889,0.5996470032259822
3.97657173871994,3.97657173871994
1.4846190176904202,1.2750139124691486
2.150209531188011,2.150209531188011
0.31660660976194777,0.13161474565276876
1.6228333599865437,1.231329508125782
0.46358334756223485,0.45329265209147707
2.3187862187623978,2.0164514034986496
2.2309853434562683,2.2309853434562683
1.7755749747157097,1.7755749747157097
2.5866468185558915,0.8827287619933486
1.20369859226048,1.20369859226048
4.6796621503308415,4.6796621503308415
1.4424406364560127,1.3794534429907799
0.3307635015808046,0.3307635015808046
1.261935917660594,1.15269123762846
1.7853700891137123,1.7853700891137123
2.1408554576337337,2.1408554576337337
4.700336933135986,3.661298707127571
6.206869587302208,5.301359735429287
0.8682435536757112,0.8682435536757112
2.6372891664505005,2.6372891664505005
0.7736378679983318,0.7736378679983318
0.8848922995384783,0.5336944595910609
1.3147900570183992,1.1060325372964144
8.389939367771149,7.878334015607834
2.9551763013005257,2.351812817156315
2.7224308475852013,2.7224308475852013
2.7087246254086494,2.7087246254086494
0.7497679786756635,0.7497679786756635
3.068759523332119,2.5175248831510544
0.609775383840315,0.3401020346209407
3.0360222235322,3.0360222235322
1.2103934474289417,1.2103934474289417
1.2720996160060167,1.2720996160060167
0.47393957525491714,0.47393957525491714
0.2999107791110873,0.2999107791110873
5.29424113035202,4.933105036616325
1.6009748838841915,1.6009748838841915
1.6601214278489351,1.3322463650256395
1.3698115684092045,1.3698115684092045
1.043808739632368,0.9718349017202854
4.345426417887211,4.345426417887211
1.339330680668354,1.1117551736533642
3.345693428069353,3.345693428069353
1.6331996582448483,1.6331996582448483
6.889112710952759,6.685097098350525
0.20657783199567348,0.20657783199567348
6.492471322417259,6.492471322417259
1.9837350100278854,1.9837350100278854
0.4343848752323538,0.4285830094013363
3.4002393297851086,3.4002393297851086
0.6904813535511494,0.6882815044373274
1.2640385311096907,0.947821332141757
2.716739743947983,2.5429574251174927
4.558392345905304,4.558392345905304
0.8120018541812897,0.7025134041905403
4.458630442619324,4.219815045595169
15.18895137310028,11.041743636131287
5.907665997743607,5.907665997743607
0.6349020327907056,0.532546597532928
2.582298945635557,2.582298945635557
2.159200483933091,2.159200483933091
2.2241947408765554,1.789169803261757
3.7909185886383057,3.333309084177017
1.043585505336523,0.925142589956522
2.576537638902664,2.576537638902664
4.394710898399353,4.394710898399353
0.9596622101962566,0.9596622101962566
8.427803456783295,8.427803456783295
7.885292112827301,6.594096839427948
2.442791424691677,1.8949659392237663
2.1299599297344685,1.9232690930366516
3.6661660969257355,3.067608743906021
6.278815865516663,5.095060840249062
1.053557388484478,1.053557388484478
0.23881747800623998,0.23881747800623998
13.049980282783508,13.049980282783508
11.203646302223206,11.203646302223206
2.8986156433820724,2.8986156433820724
0.6601244127377868,0.6601244127377868
0.3585714213550091,0.34216577373445034
0.81833770358935,0.6123214811086655
1.8548246957361698,1.0353537630289793
1.5554206343367696,1.5162524627521634
2.477920025587082,2.477920025587082
2.7577681525144726,1.8678074786439538
0.7783632173668593,0.7676784209907055
12.09945660829544,12.09945660829544
0.9789140857756138,0.9228390119969845
2.2636113688349724,2.1715305857360363
2.264047473669052,1.8697492852807045
4.920038282871246,4.49417120963335
8.348643451929092,7.107224613428116
6.499406203627586,6.499406203627586
3.57383231818676,3.25161649286747
1.5665762879652902,0.998509674333036
1.2181078102439642,1.1809083353728056
7.374192029237747,6.814155593514442
14.179172277450562,13.962777614593506
1.7279478926211596,1.7279478926211596
0.6898589083575644,0.6898589083575644
6.801178485155106,6.203424006700516
1.6862393943592906,1.1409668056294322
1.083126237615943,1.083126237615943
1.8329014983028173,1.7098463866859674
4.301947593688965,4.114188611507416
0.2747383947134949,0.2747383947134949
4.17072881758213,3.6443360298871994
1.63673597574234,1.3303389623761177
10.570314705371857,7.812077611684799
8.018084853887558,6.527262985706329
3.62922640144825,2.2917923480272293
1.2420305795967579,1.2420305795967579
1.654437117278576,1.654437117278576
0.313842483330518,0.2929074215935543
2.341392919421196,2.2191261053085327
5.788760222494602,4.1766707599163055
1.8172823414206505,1.8172823414206505
4.389374062418938,4.215059906244278
1.3961629290133715,1.2011500764638186
4.152784630656242,4.152784630656242
